CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
less_0,12,all_credits_paid_back,car_used,1844,less_100,1_to_4,1,female,co-applicant,2,real_estate,22,stores,own,1,unskilled,1,none,yes,1
0_to_200,14,all_credits_paid_back,car_used,3056,less_100,less_1,3,female,none,1,savings_insurance,27,none,own,1,skilled,1,none,yes,0
less_0,10,all_credits_paid_back,vacation,2649,less_100,less_1,1,female,none,2,car_other,24,none,own,1,skilled,1,none,yes,0
greater_200,21,all_credits_paid_back,repairs,1779,less_100,4_to_7,3,female,none,2,savings_insurance,39,none,own,1,skilled,2,none,yes,0
no_checking,21,outstanding_credit,business,4782,unknown,greater_7,5,male,none,4,car_other,35,none,own,1,skilled,1,yes,yes,0
no_checking,12,credits_paid_to_date,vacation,1731,500_to_1000,4_to_7,4,male,none,3,savings_insurance,40,none,rent,1,management_self-employed,1,none,yes,1
no_checking,41,prior_payments_delayed,vacation,6415,greater_1000,greater_7,4,male,guarantor,4,car_other,56,none,free,2,skilled,1,yes,yes,1
no_checking,29,credits_paid_to_date,car_used,5011,100_to_500,1_to_4,3,male,none,4,car_other,40,none,own,1,skilled,1,yes,yes,0
0_to_200,39,prior_payments_delayed,radio_tv,4508,100_to_500,1_to_4,4,female,none,4,savings_insurance,30,none,own,1,skilled,1,none,yes,0
less_0,10,credits_paid_to_date,appliances,818,less_100,1_to_4,2,female,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,0
less_0,25,credits_paid_to_date,retraining,4448,500_to_1000,4_to_7,4,male,none,3,car_other,39,none,own,2,skilled,1,none,no,0
less_0,21,credits_paid_to_date,car_new,737,less_100,4_to_7,3,male,none,1,savings_insurance,49,bank,own,1,unemployed,1,none,yes,0
no_checking,38,prior_payments_delayed,repairs,3066,500_to_1000,greater_7,4,female,none,4,savings_insurance,44,none,free,2,skilled,1,yes,yes,1
no_checking,36,outstanding_credit,vacation,6203,unknown,greater_7,4,male,co-applicant,5,car_other,43,stores,own,2,unskilled,2,yes,yes,1
0_to_200,4,credits_paid_to_date,car_new,250,less_100,4_to_7,2,female,none,2,real_estate,39,none,own,1,skilled,1,none,yes,0
no_checking,37,prior_payments_delayed,other,6971,500_to_1000,1_to_4,3,male,none,3,savings_insurance,54,none,own,2,skilled,1,yes,yes,1
less_0,21,prior_payments_delayed,radio_tv,2085,less_100,4_to_7,3,female,none,2,savings_insurance,30,stores,own,1,skilled,1,none,yes,0
0_to_200,28,credits_paid_to_date,radio_tv,3801,less_100,4_to_7,3,female,none,3,savings_insurance,54,stores,free,2,skilled,1,none,yes,1
no_checking,41,outstanding_credit,radio_tv,6124,greater_1000,greater_7,5,male,co-applicant,5,unknown,51,none,free,2,skilled,2,yes,yes,1
less_0,4,credits_paid_to_date,vacation,1576,less_100,less_1,2,female,none,2,car_other,31,none,own,1,skilled,1,none,yes,0
0_to_200,32,prior_payments_delayed,appliances,3281,100_to_500,1_to_4,2,male,none,3,savings_insurance,40,bank,own,1,unskilled,1,yes,yes,0
no_checking,8,credits_paid_to_date,furniture,3733,less_100,4_to_7,3,male,none,2,real_estate,41,none,own,1,skilled,1,none,yes,0
no_checking,37,outstanding_credit,repairs,11676,500_to_1000,greater_7,6,male,co-applicant,5,unknown,58,none,free,2,skilled,2,yes,yes,1
0_to_200,22,outstanding_credit,car_used,4236,100_to_500,1_to_4,3,male,none,2,unknown,37,bank,own,2,unemployed,1,yes,yes,0
0_to_200,26,credits_paid_to_date,radio_tv,2772,less_100,4_to_7,3,female,none,1,savings_insurance,34,none,own,1,skilled,1,none,yes,1
no_checking,26,prior_payments_delayed,car_used,6623,greater_1000,4_to_7,4,male,none,3,car_other,42,none,own,2,management_self-employed,1,none,yes,0
greater_200,29,prior_payments_delayed,education,6295,100_to_500,1_to_4,4,male,none,4,savings_insurance,31,none,own,2,management_self-employed,2,yes,yes,0
less_0,8,all_credits_paid_back,car_used,250,100_to_500,unemployed,1,male,none,2,real_estate,20,bank,rent,1,unemployed,1,none,yes,0
0_to_200,15,prior_payments_delayed,car_used,876,greater_1000,greater_7,3,male,co-applicant,2,savings_insurance,38,stores,own,1,skilled,1,none,yes,0
less_0,19,credits_paid_to_date,radio_tv,1080,less_100,1_to_4,3,female,none,3,savings_insurance,43,none,rent,1,skilled,1,yes,yes,1
less_0,27,credits_paid_to_date,car_new,250,less_100,1_to_4,3,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,0
less_0,30,outstanding_credit,business,4765,100_to_500,4_to_7,4,male,none,3,savings_insurance,35,none,rent,2,skilled,1,none,yes,0
less_0,29,outstanding_credit,radio_tv,1751,100_to_500,1_to_4,3,male,none,3,savings_insurance,32,none,own,2,skilled,1,none,yes,0
less_0,18,prior_payments_delayed,radio_tv,2653,less_100,1_to_4,3,male,co-applicant,2,savings_insurance,37,none,own,1,skilled,1,yes,yes,0
0_to_200,34,prior_payments_delayed,radio_tv,5597,100_to_500,1_to_4,3,female,none,3,car_other,32,bank,own,2,unemployed,1,none,yes,0
less_0,21,prior_payments_delayed,education,6041,500_to_1000,4_to_7,3,male,none,2,car_other,34,none,free,2,skilled,1,none,yes,0
no_checking,34,credits_paid_to_date,car_used,5813,100_to_500,greater_7,5,male,none,4,car_other,40,stores,own,2,unskilled,1,yes,yes,0
0_to_200,13,credits_paid_to_date,car_new,3380,less_100,1_to_4,3,female,none,1,savings_insurance,36,none,own,2,skilled,1,none,yes,1
less_0,12,all_credits_paid_back,furniture,4137,100_to_500,4_to_7,3,male,none,2,car_other,19,bank,rent,1,unemployed,1,none,yes,0
0_to_200,37,prior_payments_delayed,appliances,4771,500_to_1000,greater_7,3,female,none,4,car_other,39,none,own,2,skilled,1,yes,yes,1
greater_200,32,outstanding_credit,appliances,4388,unknown,greater_7,4,male,none,3,unknown,43,none,own,2,skilled,1,none,yes,0
less_0,12,all_credits_paid_back,furniture,1472,100_to_500,1_to_4,2,female,none,1,savings_insurance,40,stores,own,1,skilled,1,yes,yes,0
no_checking,27,outstanding_credit,furniture,4041,500_to_1000,4_to_7,3,male,none,2,savings_insurance,52,stores,free,2,unskilled,2,yes,yes,0
0_to_200,35,prior_payments_delayed,repairs,6017,100_to_500,less_1,3,male,none,2,unknown,33,none,own,2,skilled,1,none,yes,0
no_checking,21,outstanding_credit,radio_tv,3662,500_to_1000,greater_7,4,male,none,3,savings_insurance,39,none,own,1,skilled,1,none,yes,0
less_0,35,prior_payments_delayed,radio_tv,3875,greater_1000,4_to_7,2,male,none,2,unknown,37,stores,own,2,unskilled,1,none,yes,0
0_to_200,22,prior_payments_delayed,appliances,2596,greater_1000,1_to_4,3,female,none,3,car_other,36,none,own,2,skilled,1,yes,no,1
less_0,25,prior_payments_delayed,car_used,3227,100_to_500,4_to_7,3,male,none,2,unknown,27,none,rent,1,skilled,1,none,yes,0
less_0,7,prior_payments_delayed,car_new,250,less_100,less_1,2,female,none,2,real_estate,29,none,own,1,skilled,1,yes,yes,0
0_to_200,17,prior_payments_delayed,repairs,4339,less_100,1_to_4,3,male,none,3,savings_insurance,44,stores,own,2,skilled,1,none,yes,0
no_checking,32,prior_payments_delayed,business,6966,100_to_500,greater_7,4,female,none,2,car_other,43,none,free,3,skilled,1,none,yes,1
no_checking,36,prior_payments_delayed,appliances,9582,100_to_500,greater_7,5,male,co-applicant,4,unknown,46,none,free,3,skilled,1,yes,yes,1
greater_200,31,prior_payments_delayed,business,4694,100_to_500,1_to_4,4,female,none,2,car_other,42,none,own,1,skilled,1,none,yes,1
no_checking,25,prior_payments_delayed,furniture,5358,500_to_1000,4_to_7,3,female,none,3,car_other,45,none,own,1,skilled,2,yes,no,1
0_to_200,15,prior_payments_delayed,furniture,2264,greater_1000,1_to_4,3,female,none,3,real_estate,42,none,own,2,skilled,1,none,yes,0
no_checking,28,outstanding_credit,appliances,5783,500_to_1000,4_to_7,4,male,none,5,car_other,48,stores,free,2,unskilled,2,yes,yes,0
no_checking,15,credits_paid_to_date,furniture,4813,greater_1000,greater_7,3,female,none,3,unknown,49,none,own,2,skilled,1,yes,yes,1
greater_200,4,all_credits_paid_back,car_new,3692,500_to_1000,less_1,3,male,none,2,real_estate,30,none,rent,1,management_self-employed,1,none,yes,0
less_0,4,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,1,real_estate,23,stores,own,1,skilled,1,none,yes,0
less_0,16,credits_paid_to_date,furniture,250,less_100,4_to_7,2,female,none,1,savings_insurance,34,stores,rent,1,skilled,1,none,yes,0
0_to_200,30,outstanding_credit,vacation,9076,100_to_500,greater_7,4,male,none,3,unknown,30,none,own,1,skilled,1,yes,yes,0
less_0,7,no_credits,car_new,250,less_100,less_1,2,female,co-applicant,1,real_estate,28,stores,own,1,skilled,1,none,yes,0
less_0,21,prior_payments_delayed,radio_tv,5386,less_100,less_1,2,male,none,2,car_other,31,none,own,1,skilled,1,none,yes,1
0_to_200,11,all_credits_paid_back,car_used,6020,less_100,1_to_4,3,female,none,3,car_other,19,none,own,2,skilled,1,none,yes,1
no_checking,42,outstanding_credit,repairs,5606,greater_1000,4_to_7,5,male,none,5,car_other,41,none,own,2,skilled,1,yes,yes,0
0_to_200,25,credits_paid_to_date,car_new,3027,less_100,1_to_4,3,male,none,2,savings_insurance,31,none,own,1,skilled,2,yes,yes,0
0_to_200,9,all_credits_paid_back,car_new,1455,less_100,less_1,2,female,none,3,car_other,19,bank,own,1,unskilled,1,yes,yes,0
no_checking,36,prior_payments_delayed,appliances,8644,500_to_1000,1_to_4,4,male,none,4,savings_insurance,27,stores,own,1,unskilled,1,none,yes,1
less_0,25,credits_paid_to_date,radio_tv,1657,less_100,4_to_7,3,male,none,2,car_other,28,none,own,1,skilled,1,none,yes,0
greater_200,21,outstanding_credit,car_used,4936,100_to_500,4_to_7,4,male,none,4,unknown,42,none,own,2,skilled,1,none,yes,1
less_0,8,prior_payments_delayed,car_used,1187,less_100,1_to_4,2,male,none,3,real_estate,42,none,own,1,skilled,2,none,yes,0
less_0,12,all_credits_paid_back,furniture,250,less_100,unemployed,2,female,none,2,savings_insurance,27,bank,rent,1,unemployed,2,yes,yes,0
0_to_200,15,credits_paid_to_date,car_used,2853,less_100,1_to_4,3,female,none,1,savings_insurance,37,none,own,2,skilled,1,none,yes,0
no_checking,28,prior_payments_delayed,appliances,6850,unknown,greater_7,5,male,none,4,unknown,50,stores,own,2,unskilled,2,none,yes,1
no_checking,28,prior_payments_delayed,appliances,5424,100_to_500,4_to_7,4,male,none,5,savings_insurance,40,none,own,1,management_self-employed,2,yes,yes,0
no_checking,35,prior_payments_delayed,furniture,3509,500_to_1000,4_to_7,3,female,none,4,car_other,27,none,own,2,skilled,1,yes,yes,1
less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
less_0,4,credits_paid_to_date,radio_tv,250,less_100,1_to_4,2,female,none,2,car_other,29,none,own,1,skilled,1,none,yes,0
0_to_200,21,outstanding_credit,business,4582,100_to_500,greater_7,4,male,none,3,unknown,40,none,own,1,skilled,2,yes,yes,1
no_checking,46,outstanding_credit,retraining,7876,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,49,none,free,2,management_self-employed,2,yes,yes,1
no_checking,17,credits_paid_to_date,radio_tv,1071,500_to_1000,4_to_7,2,male,none,2,savings_insurance,48,none,own,1,skilled,1,yes,yes,0
0_to_200,20,credits_paid_to_date,furniture,250,less_100,4_to_7,3,male,co-applicant,2,real_estate,41,none,own,1,skilled,1,none,yes,0
greater_200,27,credits_paid_to_date,car_new,4972,greater_1000,4_to_7,4,male,none,4,unknown,36,none,own,2,skilled,1,none,yes,0
less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,1,male,none,2,savings_insurance,26,stores,rent,1,unskilled,1,none,yes,0
no_checking,24,prior_payments_delayed,business,6380,100_to_500,1_to_4,4,male,none,4,car_other,34,none,own,2,management_self-employed,1,none,yes,0
no_checking,26,all_credits_paid_back,radio_tv,3777,less_100,4_to_7,3,female,none,3,real_estate,44,none,own,1,skilled,1,none,yes,0
greater_200,22,credits_paid_to_date,radio_tv,4725,greater_1000,1_to_4,3,male,guarantor,3,car_other,48,none,free,2,skilled,1,yes,yes,0
0_to_200,23,credits_paid_to_date,radio_tv,4869,less_100,1_to_4,2,male,none,3,savings_insurance,36,none,own,2,skilled,2,yes,yes,0
less_0,18,credits_paid_to_date,retraining,2160,less_100,less_1,2,female,none,2,savings_insurance,20,none,own,1,skilled,1,none,yes,0
no_checking,8,credits_paid_to_date,car_new,3460,greater_1000,4_to_7,2,male,guarantor,4,savings_insurance,46,none,own,1,skilled,1,yes,yes,1
no_checking,8,prior_payments_delayed,furniture,3251,100_to_500,1_to_4,4,male,none,2,real_estate,34,none,own,1,management_self-employed,1,none,no,0
no_checking,14,outstanding_credit,car_used,4352,100_to_500,4_to_7,2,female,none,3,car_other,45,none,free,2,skilled,1,yes,yes,1
no_checking,28,prior_payments_delayed,radio_tv,6948,500_to_1000,4_to_7,4,male,none,4,savings_insurance,40,none,own,2,skilled,1,none,yes,0
less_0,9,all_credits_paid_back,car_used,4292,less_100,1_to_4,3,female,none,1,car_other,34,none,rent,2,skilled,1,none,yes,1
no_checking,29,outstanding_credit,furniture,7394,greater_1000,4_to_7,4,male,co-applicant,3,car_other,45,stores,own,2,unskilled,1,yes,yes,0
no_checking,21,prior_payments_delayed,radio_tv,4264,100_to_500,4_to_7,4,female,guarantor,3,savings_insurance,58,none,free,2,skilled,2,yes,yes,1
greater_200,17,credits_paid_to_date,car_new,250,greater_1000,less_1,1,male,co-applicant,2,real_estate,40,none,own,1,skilled,1,yes,yes,0
0_to_200,31,prior_payments_delayed,radio_tv,5096,500_to_1000,1_to_4,3,male,none,4,car_other,34,bank,own,2,unemployed,1,yes,yes,0
0_to_200,4,all_credits_paid_back,car_new,250,500_to_1000,less_1,1,male,none,1,real_estate,30,none,rent,1,skilled,1,none,yes,0
greater_200,12,prior_payments_delayed,radio_tv,2196,100_to_500,4_to_7,4,female,none,3,car_other,40,none,free,1,skilled,2,yes,yes,0
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
greater_200,20,outstanding_credit,radio_tv,3917,100_to_500,1_to_4,4,female,none,2,savings_insurance,31,bank,rent,1,unskilled,1,yes,yes,1
less_0,8,prior_payments_delayed,furniture,2842,less_100,1_to_4,3,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,0
less_0,14,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,2,car_other,33,stores,rent,1,unskilled,1,none,yes,0
greater_200,25,credits_paid_to_date,retraining,2933,100_to_500,1_to_4,4,male,none,2,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,0
less_0,5,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,3,savings_insurance,25,bank,rent,1,unskilled,1,none,yes,0
0_to_200,5,prior_payments_delayed,appliances,1259,500_to_1000,1_to_4,1,female,co-applicant,2,car_other,40,stores,own,1,unskilled,1,yes,yes,1
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,savings_insurance,36,none,own,1,skilled,1,none,yes,0
no_checking,22,outstanding_credit,appliances,3009,500_to_1000,1_to_4,3,female,none,3,car_other,37,none,own,2,skilled,1,yes,yes,0
less_0,23,prior_payments_delayed,furniture,3379,less_100,greater_7,4,male,none,2,car_other,42,none,own,1,skilled,1,none,yes,0
no_checking,25,prior_payments_delayed,radio_tv,4101,greater_1000,4_to_7,4,male,none,4,car_other,43,stores,rent,1,unskilled,1,none,yes,0
no_checking,29,outstanding_credit,appliances,6358,500_to_1000,1_to_4,4,male,none,3,unknown,44,none,own,2,management_self-employed,1,yes,yes,0
no_checking,35,prior_payments_delayed,radio_tv,4945,500_to_1000,4_to_7,3,female,none,3,unknown,41,none,own,2,skilled,2,none,yes,1
no_checking,16,credits_paid_to_date,retraining,3981,less_100,4_to_7,2,female,none,2,car_other,41,none,own,1,skilled,1,yes,yes,0
0_to_200,29,outstanding_credit,radio_tv,4193,100_to_500,4_to_7,4,male,none,4,savings_insurance,39,bank,own,2,unskilled,1,yes,yes,0
no_checking,35,outstanding_credit,education,5289,500_to_1000,4_to_7,5,male,none,3,car_other,47,none,own,2,management_self-employed,2,yes,yes,0
no_checking,9,credits_paid_to_date,car_used,5149,500_to_1000,1_to_4,4,male,none,4,car_other,32,stores,rent,1,unskilled,1,none,yes,0
0_to_200,9,prior_payments_delayed,car_new,329,less_100,1_to_4,2,male,none,3,real_estate,23,stores,own,1,skilled,2,yes,yes,1
less_0,19,credits_paid_to_date,car_used,250,100_to_500,1_to_4,1,male,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,0
less_0,23,prior_payments_delayed,furniture,7095,less_100,1_to_4,4,female,none,3,car_other,40,none,own,2,skilled,2,none,yes,0
less_0,33,prior_payments_delayed,furniture,250,100_to_500,greater_7,3,male,none,3,real_estate,21,stores,own,1,unskilled,1,yes,yes,0
no_checking,27,prior_payments_delayed,education,4466,unknown,greater_7,3,male,none,2,savings_insurance,41,stores,free,2,unskilled,1,yes,yes,0
0_to_200,4,prior_payments_delayed,car_used,250,less_100,less_1,2,female,none,2,savings_insurance,48,bank,rent,1,unskilled,1,none,yes,0
less_0,9,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes,0
no_checking,39,outstanding_credit,appliances,8297,greater_1000,4_to_7,5,male,co-applicant,5,unknown,48,none,free,2,management_self-employed,2,yes,yes,1
less_0,13,all_credits_paid_back,furniture,3291,less_100,less_1,1,male,none,2,real_estate,29,none,own,1,skilled,1,none,yes,0
no_checking,25,prior_payments_delayed,radio_tv,7515,greater_1000,4_to_7,4,male,none,4,unknown,34,stores,rent,1,unskilled,2,none,yes,0
0_to_200,15,credits_paid_to_date,car_new,1733,less_100,less_1,2,female,none,2,real_estate,31,bank,rent,1,unskilled,1,none,yes,0
less_0,9,all_credits_paid_back,car_used,5426,100_to_500,less_1,3,female,none,3,savings_insurance,37,none,rent,2,skilled,1,none,yes,0
less_0,4,credits_paid_to_date,radio_tv,271,100_to_500,less_1,2,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,0
no_checking,40,prior_payments_delayed,appliances,5567,500_to_1000,4_to_7,4,male,none,3,car_other,39,stores,free,2,unskilled,2,yes,yes,0
0_to_200,18,credits_paid_to_date,car_new,3454,100_to_500,1_to_4,2,male,none,2,savings_insurance,38,none,rent,1,skilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,male,none,1,real_estate,25,none,own,1,skilled,1,none,yes,0
0_to_200,18,prior_payments_delayed,car_used,7395,100_to_500,1_to_4,4,male,none,4,unknown,45,none,own,2,management_self-employed,1,yes,yes,1
0_to_200,23,credits_paid_to_date,retraining,2930,less_100,1_to_4,3,male,none,3,real_estate,30,none,rent,1,management_self-employed,1,none,yes,0
0_to_200,4,all_credits_paid_back,car_new,982,less_100,less_1,2,male,none,1,real_estate,20,bank,rent,1,unskilled,1,none,yes,0
0_to_200,20,prior_payments_delayed,furniture,3713,100_to_500,greater_7,3,male,none,2,car_other,48,none,free,2,skilled,2,yes,yes,0
no_checking,42,outstanding_credit,vacation,6554,unknown,greater_7,4,male,co-applicant,3,unknown,55,none,free,3,skilled,2,yes,yes,1
0_to_200,21,credits_paid_to_date,radio_tv,1988,100_to_500,4_to_7,3,male,none,3,real_estate,43,stores,rent,1,skilled,1,yes,yes,0
less_0,12,credits_paid_to_date,car_new,2067,less_100,1_to_4,3,male,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,0
no_checking,23,prior_payments_delayed,car_used,2771,500_to_1000,less_1,2,male,none,2,car_other,50,none,own,2,skilled,2,yes,yes,0
less_0,22,prior_payments_delayed,car_used,1273,500_to_1000,1_to_4,3,female,none,3,savings_insurance,36,stores,own,1,skilled,1,yes,no,1
less_0,9,no_credits,car_new,438,less_100,unemployed,1,male,co-applicant,2,savings_insurance,30,stores,own,2,unskilled,1,none,yes,0
no_checking,24,prior_payments_delayed,furniture,1507,greater_1000,1_to_4,3,female,none,4,real_estate,23,none,own,1,skilled,1,none,yes,0
no_checking,51,outstanding_credit,education,6467,unknown,greater_7,4,male,co-applicant,5,car_other,43,none,free,2,skilled,2,yes,yes,1
less_0,4,credits_paid_to_date,car_used,1541,less_100,1_to_4,3,female,co-applicant,2,real_estate,53,none,own,1,skilled,1,none,yes,0
0_to_200,16,credits_paid_to_date,repairs,5187,less_100,4_to_7,4,male,none,4,unknown,36,none,own,1,skilled,1,none,yes,1
no_checking,30,prior_payments_delayed,business,7542,100_to_500,4_to_7,5,male,none,4,unknown,55,none,free,2,management_self-employed,2,yes,yes,1
0_to_200,7,all_credits_paid_back,car_new,1468,500_to_1000,less_1,1,male,none,1,real_estate,20,bank,rent,1,unemployed,1,none,yes,0
0_to_200,16,credits_paid_to_date,car_new,1370,less_100,less_1,3,male,none,3,car_other,31,none,rent,1,skilled,1,none,yes,0
greater_200,20,outstanding_credit,radio_tv,4237,100_to_500,4_to_7,4,female,none,4,car_other,47,none,own,1,skilled,1,none,yes,0
0_to_200,6,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,1,savings_insurance,42,none,rent,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,co-applicant,2,real_estate,25,stores,rent,1,skilled,1,none,yes,0
0_to_200,19,credits_paid_to_date,furniture,1246,500_to_1000,4_to_7,3,female,none,3,savings_insurance,44,bank,own,2,unemployed,1,none,yes,0
less_0,19,credits_paid_to_date,car_used,1286,less_100,less_1,2,female,none,3,car_other,23,stores,own,1,skilled,1,none,yes,0
no_checking,41,outstanding_credit,radio_tv,7631,greater_1000,4_to_7,5,male,co-applicant,5,unknown,53,stores,own,2,unskilled,2,yes,yes,1
no_checking,31,prior_payments_delayed,radio_tv,6423,greater_1000,4_to_7,3,female,none,4,car_other,41,none,own,2,skilled,1,yes,yes,1
less_0,33,outstanding_credit,radio_tv,3577,500_to_1000,greater_7,4,male,guarantor,3,unknown,45,stores,free,1,unskilled,1,yes,yes,0
less_0,8,prior_payments_delayed,car_used,797,500_to_1000,4_to_7,3,female,none,1,real_estate,36,stores,own,1,skilled,1,none,yes,0
no_checking,30,outstanding_credit,appliances,8293,greater_1000,4_to_7,5,male,co-applicant,4,unknown,51,none,own,2,management_self-employed,2,none,yes,1
0_to_200,16,credits_paid_to_date,car_new,3283,less_100,less_1,3,male,co-applicant,3,car_other,33,bank,own,1,unskilled,1,yes,yes,0
0_to_200,16,prior_payments_delayed,furniture,2997,less_100,4_to_7,4,male,none,3,savings_insurance,26,none,free,2,management_self-employed,1,none,yes,0
no_checking,29,prior_payments_delayed,appliances,6599,100_to_500,greater_7,5,male,none,5,savings_insurance,37,none,free,2,management_self-employed,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,male,none,3,real_estate,19,bank,rent,1,unskilled,1,none,yes,0
no_checking,35,credits_paid_to_date,car_used,5871,100_to_500,1_to_4,4,male,none,3,car_other,36,stores,own,2,unskilled,2,yes,yes,0
no_checking,48,outstanding_credit,repairs,6967,unknown,greater_7,4,female,co-applicant,5,unknown,54,none,free,2,skilled,2,yes,yes,1
less_0,8,all_credits_paid_back,education,2704,less_100,unemployed,2,female,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,0
less_0,22,credits_paid_to_date,retraining,2145,less_100,4_to_7,3,male,none,3,savings_insurance,26,stores,own,1,unskilled,1,none,yes,0
0_to_200,16,prior_payments_delayed,radio_tv,3292,less_100,1_to_4,3,male,none,4,savings_insurance,36,stores,own,2,unskilled,1,yes,yes,1
less_0,23,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,co-applicant,2,real_estate,33,stores,own,1,skilled,1,none,yes,0
no_checking,31,prior_payments_delayed,business,6233,500_to_1000,greater_7,5,female,none,4,car_other,42,none,own,2,skilled,1,yes,yes,0
less_0,9,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,co-applicant,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes,0
less_0,4,credits_paid_to_date,car_new,3543,less_100,1_to_4,2,male,none,3,savings_insurance,24,none,rent,1,skilled,1,none,yes,0
less_0,10,all_credits_paid_back,car_new,1300,less_100,1_to_4,3,female,none,2,real_estate,42,bank,rent,1,unskilled,1,none,yes,0
0_to_200,19,prior_payments_delayed,repairs,1822,greater_1000,4_to_7,4,male,none,3,savings_insurance,19,none,own,2,skilled,1,none,yes,1
no_checking,25,prior_payments_delayed,radio_tv,5201,100_to_500,greater_7,4,female,guarantor,3,savings_insurance,52,none,free,1,skilled,1,none,yes,1
no_checking,23,outstanding_credit,car_used,1968,500_to_1000,1_to_4,3,female,none,3,real_estate,34,none,own,1,skilled,2,none,yes,0
less_0,8,no_credits,appliances,4641,less_100,1_to_4,3,male,none,2,car_other,40,none,own,2,skilled,2,none,yes,0
less_0,22,credits_paid_to_date,car_new,3410,less_100,less_1,2,female,none,2,real_estate,22,bank,rent,1,unemployed,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
less_0,4,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,1,male,none,3,car_other,31,stores,own,1,skilled,1,yes,yes,0
less_0,18,prior_payments_delayed,radio_tv,2618,500_to_1000,1_to_4,2,male,none,1,savings_insurance,22,bank,rent,1,unskilled,1,yes,yes,0
no_checking,39,outstanding_credit,furniture,6162,500_to_1000,4_to_7,4,male,co-applicant,3,car_other,46,none,free,2,skilled,1,yes,yes,1
0_to_200,44,prior_payments_delayed,repairs,6621,500_to_1000,greater_7,5,male,none,3,unknown,35,bank,own,2,unemployed,1,none,yes,0
less_0,9,all_credits_paid_back,car_new,250,100_to_500,less_1,2,male,none,2,savings_insurance,20,none,own,2,skilled,1,none,yes,0
0_to_200,31,prior_payments_delayed,radio_tv,2777,greater_1000,1_to_4,2,male,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,0
less_0,12,all_credits_paid_back,car_used,250,less_100,unemployed,2,male,none,2,real_estate,30,none,own,1,skilled,1,none,yes,0
less_0,15,prior_payments_delayed,car_new,1749,less_100,1_to_4,2,female,none,2,car_other,38,stores,own,1,skilled,1,none,yes,0
no_checking,37,prior_payments_delayed,appliances,3934,greater_1000,4_to_7,4,male,none,4,car_other,33,stores,own,1,unskilled,2,yes,yes,0
no_checking,31,prior_payments_delayed,appliances,7074,100_to_500,4_to_7,3,male,guarantor,3,unknown,49,none,free,1,skilled,1,yes,yes,1
0_to_200,26,credits_paid_to_date,retraining,4580,100_to_500,1_to_4,3,male,none,3,savings_insurance,28,bank,rent,2,unemployed,2,yes,yes,0
no_checking,12,credits_paid_to_date,car_new,484,100_to_500,less_1,2,female,none,2,real_estate,29,none,own,1,skilled,1,none,yes,0
0_to_200,31,credits_paid_to_date,car_used,4738,less_100,1_to_4,3,male,none,2,savings_insurance,19,none,free,2,skilled,1,yes,yes,0
0_to_200,10,prior_payments_delayed,furniture,250,less_100,4_to_7,1,male,co-applicant,2,car_other,41,stores,own,1,unskilled,1,yes,yes,1
0_to_200,17,credits_paid_to_date,car_used,250,500_to_1000,1_to_4,2,male,none,1,savings_insurance,28,none,rent,1,skilled,1,none,yes,0
