CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
no_checking,29,prior_payments_delayed,appliances,7499,100_to_500,less_1,3,male,none,4,unknown,37,stores,own,2,unskilled,1,yes,yes,0
0_to_200,9,all_credits_paid_back,furniture,250,less_100,1_to_4,2,female,none,2,real_estate,37,none,own,1,skilled,1,none,yes,0
no_checking,28,outstanding_credit,appliances,5385,500_to_1000,4_to_7,4,male,none,3,savings_insurance,43,stores,own,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,radio_tv,250,less_100,1_to_4,2,male,none,2,real_estate,22,none,own,1,skilled,1,none,yes,0
no_checking,31,prior_payments_delayed,car_used,4209,unknown,greater_7,4,male,none,3,savings_insurance,42,none,own,2,skilled,1,yes,yes,0
no_checking,27,prior_payments_delayed,business,8206,100_to_500,4_to_7,4,female,none,3,savings_insurance,47,none,free,2,skilled,1,yes,yes,1
less_0,13,all_credits_paid_back,furniture,1333,less_100,less_1,2,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,0
less_0,31,credits_paid_to_date,furniture,2481,greater_1000,1_to_4,3,male,co-applicant,3,car_other,47,stores,rent,1,unemployed,1,yes,yes,0
less_0,17,credits_paid_to_date,furniture,4850,less_100,1_to_4,3,female,none,3,savings_insurance,31,none,own,1,skilled,1,none,no,0
less_0,18,credits_paid_to_date,car_used,424,less_100,1_to_4,3,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes,0
no_checking,26,prior_payments_delayed,appliances,3108,unknown,greater_7,3,male,none,4,savings_insurance,49,bank,own,2,unemployed,1,none,yes,0
less_0,4,all_credits_paid_back,car_used,2086,less_100,less_1,2,female,none,2,savings_insurance,29,none,own,1,skilled,1,none,yes,0
no_checking,25,prior_payments_delayed,radio_tv,4938,100_to_500,greater_7,4,male,none,3,car_other,49,none,free,2,skilled,1,yes,yes,0
greater_200,20,credits_paid_to_date,car_new,3846,less_100,4_to_7,4,male,none,4,savings_insurance,32,none,own,2,management_self-employed,1,yes,yes,1
0_to_200,13,credits_paid_to_date,furniture,4511,500_to_1000,unemployed,1,male,none,2,car_other,40,stores,own,1,skilled,1,none,yes,0
less_0,17,credits_paid_to_date,furniture,250,less_100,less_1,2,male,none,1,savings_insurance,33,stores,own,1,skilled,1,none,yes,0
no_checking,21,outstanding_credit,furniture,3736,500_to_1000,greater_7,4,female,none,3,unknown,52,none,free,2,skilled,1,yes,yes,1
no_checking,16,credits_paid_to_date,appliances,3676,greater_1000,4_to_7,3,female,none,4,car_other,38,none,own,1,skilled,1,none,yes,1
no_checking,15,all_credits_paid_back,furniture,2539,greater_1000,1_to_4,2,female,none,3,savings_insurance,31,none,rent,1,skilled,2,none,yes,0
0_to_200,14,prior_payments_delayed,retraining,3641,less_100,greater_7,4,female,co-applicant,4,unknown,48,none,free,3,skilled,1,yes,yes,1
no_checking,23,prior_payments_delayed,appliances,3841,100_to_500,4_to_7,4,male,none,4,savings_insurance,33,none,rent,1,skilled,1,none,yes,0
greater_200,9,prior_payments_delayed,furniture,1460,100_to_500,less_1,2,female,none,2,savings_insurance,42,none,rent,1,skilled,2,none,yes,0
less_0,12,all_credits_paid_back,furniture,250,less_100,1_to_4,1,female,none,1,real_estate,25,stores,rent,1,skilled,1,none,yes,0
0_to_200,27,credits_paid_to_date,furniture,2947,greater_1000,1_to_4,3,female,none,3,real_estate,33,none,own,1,skilled,1,none,yes,0
no_checking,22,prior_payments_delayed,radio_tv,7110,500_to_1000,4_to_7,3,male,none,2,savings_insurance,51,none,own,2,skilled,1,none,yes,0
0_to_200,21,prior_payments_delayed,retraining,2949,500_to_1000,1_to_4,2,female,none,2,car_other,39,none,rent,1,skilled,1,none,yes,0
less_0,15,credits_paid_to_date,car_new,1722,less_100,less_1,2,male,none,2,savings_insurance,34,stores,own,1,skilled,1,none,yes,0
less_0,25,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,2,real_estate,25,stores,own,1,skilled,1,none,yes,0
less_0,23,all_credits_paid_back,car_used,575,less_100,unemployed,2,male,none,1,savings_insurance,29,bank,rent,1,unemployed,1,none,yes,0
no_checking,25,prior_payments_delayed,radio_tv,4287,unknown,1_to_4,3,male,none,2,savings_insurance,39,stores,own,2,skilled,1,none,yes,0
0_to_200,14,prior_payments_delayed,car_new,2531,100_to_500,4_to_7,3,female,none,1,car_other,44,bank,own,2,unemployed,2,yes,yes,0
no_checking,13,outstanding_credit,car_used,6281,100_to_500,greater_7,4,male,none,4,savings_insurance,31,none,free,1,management_self-employed,1,none,yes,0
no_checking,10,credits_paid_to_date,radio_tv,650,greater_1000,less_1,2,male,none,2,real_estate,25,stores,rent,1,unskilled,1,none,yes,0
less_0,13,all_credits_paid_back,car_new,2337,100_to_500,1_to_4,3,male,none,1,real_estate,27,none,own,2,skilled,1,none,yes,0
less_0,14,all_credits_paid_back,car_new,4120,100_to_500,4_to_7,2,male,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,0
no_checking,22,outstanding_credit,furniture,5465,500_to_1000,greater_7,4,female,none,3,unknown,41,none,free,1,skilled,1,yes,yes,1
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,0
no_checking,35,outstanding_credit,vacation,9443,greater_1000,4_to_7,5,male,none,3,unknown,48,none,free,2,skilled,2,yes,yes,0
greater_200,32,prior_payments_delayed,car_used,7910,greater_1000,greater_7,5,male,none,3,car_other,36,none,own,2,skilled,1,none,yes,0
less_0,21,credits_paid_to_date,furniture,1533,less_100,1_to_4,1,male,none,1,real_estate,24,bank,rent,1,unemployed,1,yes,yes,0
0_to_200,13,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,0
no_checking,26,prior_payments_delayed,furniture,9014,100_to_500,1_to_4,4,male,none,5,car_other,56,none,free,2,management_self-employed,1,yes,yes,0
no_checking,33,prior_payments_delayed,appliances,7860,500_to_1000,4_to_7,5,male,none,3,savings_insurance,44,none,free,3,skilled,1,yes,yes,0
less_0,10,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,1,real_estate,21,bank,rent,1,unskilled,1,none,yes,0
0_to_200,37,prior_payments_delayed,appliances,5358,100_to_500,4_to_7,2,female,none,2,car_other,34,stores,own,1,unskilled,1,none,yes,0
0_to_200,5,prior_payments_delayed,furniture,1654,less_100,1_to_4,3,male,none,4,real_estate,25,none,rent,1,management_self-employed,1,none,yes,0
less_0,20,credits_paid_to_date,furniture,1944,100_to_500,1_to_4,2,female,co-applicant,1,savings_insurance,37,bank,own,1,unemployed,1,yes,yes,0
no_checking,33,prior_payments_delayed,appliances,7048,100_to_500,4_to_7,3,male,co-applicant,4,savings_insurance,49,none,free,2,skilled,2,yes,yes,1
0_to_200,22,credits_paid_to_date,radio_tv,2349,100_to_500,less_1,2,male,none,3,savings_insurance,31,none,own,1,skilled,2,none,yes,0
0_to_200,21,credits_paid_to_date,retraining,2219,less_100,less_1,1,female,none,2,real_estate,29,none,own,1,skilled,1,none,yes,0
no_checking,45,prior_payments_delayed,appliances,10540,500_to_1000,1_to_4,5,female,co-applicant,4,car_other,36,none,free,2,management_self-employed,2,yes,yes,1
0_to_200,32,outstanding_credit,appliances,4902,100_to_500,4_to_7,4,male,none,3,car_other,33,none,free,2,skilled,1,yes,yes,1
less_0,15,credits_paid_to_date,furniture,3401,100_to_500,4_to_7,3,male,none,3,car_other,33,none,own,1,skilled,2,none,yes,1
no_checking,35,credits_paid_to_date,appliances,6651,100_to_500,1_to_4,4,female,none,4,savings_insurance,40,none,own,1,skilled,1,none,yes,1
no_checking,33,prior_payments_delayed,appliances,4983,greater_1000,greater_7,5,male,none,5,car_other,45,none,own,2,skilled,1,yes,yes,1
no_checking,31,prior_payments_delayed,car_used,5787,100_to_500,1_to_4,3,female,none,3,savings_insurance,36,none,own,1,skilled,1,yes,yes,0
greater_200,20,outstanding_credit,car_used,5844,100_to_500,4_to_7,4,male,none,4,savings_insurance,42,none,own,2,management_self-employed,1,none,yes,0
greater_200,20,credits_paid_to_date,car_new,3237,greater_1000,1_to_4,2,male,none,4,savings_insurance,51,none,own,2,skilled,1,none,yes,1
0_to_200,25,outstanding_credit,car_used,4887,greater_1000,greater_7,4,female,none,4,unknown,55,none,own,2,skilled,2,yes,yes,1
0_to_200,5,all_credits_paid_back,car_new,250,less_100,unemployed,2,male,none,3,real_estate,31,none,own,1,skilled,1,none,yes,0
no_checking,34,prior_payments_delayed,business,4134,unknown,greater_7,5,female,none,4,unknown,37,none,own,3,skilled,1,none,yes,1
0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,0
less_0,24,prior_payments_delayed,radio_tv,1569,100_to_500,greater_7,3,female,none,2,savings_insurance,25,stores,free,2,skilled,1,yes,yes,0
0_to_200,16,credits_paid_to_date,furniture,250,less_100,less_1,2,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,0
less_0,9,prior_payments_delayed,car_used,250,less_100,less_1,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,0
greater_200,32,outstanding_credit,furniture,6563,unknown,greater_7,4,male,co-applicant,5,car_other,51,none,own,2,management_self-employed,2,yes,yes,0
0_to_200,14,credits_paid_to_date,furniture,3472,less_100,less_1,2,male,none,2,car_other,30,none,own,1,skilled,1,yes,yes,1
no_checking,32,prior_payments_delayed,car_used,5930,500_to_1000,less_1,2,male,none,4,car_other,41,none,own,1,management_self-employed,1,yes,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,21,stores,rent,1,skilled,1,none,yes,0
greater_200,4,prior_payments_delayed,furniture,400,less_100,1_to_4,2,female,none,3,savings_insurance,35,none,own,1,skilled,1,none,yes,0
no_checking,32,prior_payments_delayed,appliances,6680,100_to_500,greater_7,5,male,none,4,unknown,44,none,free,2,management_self-employed,2,yes,yes,1
less_0,16,credits_paid_to_date,vacation,1216,less_100,less_1,2,male,none,3,real_estate,29,none,own,1,management_self-employed,1,none,yes,0
less_0,12,prior_payments_delayed,furniture,2396,less_100,1_to_4,3,female,none,2,savings_insurance,36,none,own,3,skilled,1,none,yes,0
0_to_200,13,credits_paid_to_date,furniture,3728,less_100,less_1,3,male,none,3,savings_insurance,19,none,own,1,management_self-employed,1,none,yes,0
0_to_200,19,credits_paid_to_date,retraining,3233,less_100,4_to_7,2,female,none,1,car_other,34,stores,free,1,skilled,1,yes,yes,1
0_to_200,32,credits_paid_to_date,other,2909,greater_1000,4_to_7,4,female,none,3,car_other,35,none,own,2,skilled,2,yes,yes,0
no_checking,28,outstanding_credit,business,5124,500_to_1000,greater_7,5,female,none,3,car_other,39,none,own,1,management_self-employed,1,none,yes,1
0_to_200,15,prior_payments_delayed,furniture,1931,less_100,1_to_4,3,male,none,4,car_other,35,stores,own,2,unskilled,1,none,yes,0
less_0,8,prior_payments_delayed,furniture,250,less_100,4_to_7,3,male,none,3,real_estate,36,none,own,1,skilled,1,yes,yes,0
no_checking,40,outstanding_credit,radio_tv,7695,greater_1000,4_to_7,4,male,co-applicant,4,unknown,52,bank,own,2,unskilled,2,yes,yes,0
less_0,20,credits_paid_to_date,car_used,4042,500_to_1000,4_to_7,3,male,co-applicant,2,car_other,40,none,own,1,skilled,1,yes,yes,1
less_0,16,prior_payments_delayed,appliances,5474,less_100,1_to_4,2,female,none,1,unknown,34,stores,rent,1,skilled,1,none,yes,0
no_checking,27,prior_payments_delayed,appliances,10821,greater_1000,greater_7,5,male,co-applicant,4,car_other,47,none,free,2,management_self-employed,2,yes,yes,1
0_to_200,33,outstanding_credit,vacation,5012,100_to_500,1_to_4,3,female,co-applicant,3,unknown,43,stores,free,1,skilled,1,yes,yes,0
no_checking,31,prior_payments_delayed,business,4999,100_to_500,4_to_7,4,female,none,3,unknown,51,none,own,1,skilled,1,yes,yes,1
less_0,22,credits_paid_to_date,retraining,2892,less_100,1_to_4,2,male,none,3,car_other,25,none,own,1,skilled,1,yes,yes,0
0_to_200,34,outstanding_credit,appliances,4174,500_to_1000,1_to_4,4,female,none,2,car_other,44,none,own,2,skilled,1,none,yes,0
greater_200,30,prior_payments_delayed,furniture,5317,greater_1000,4_to_7,3,female,none,3,unknown,48,stores,own,2,unskilled,2,yes,yes,1
0_to_200,19,prior_payments_delayed,car_new,4434,100_to_500,4_to_7,3,female,guarantor,2,car_other,43,stores,free,1,unskilled,1,yes,yes,1
no_checking,29,prior_payments_delayed,car_used,1690,500_to_1000,greater_7,4,female,none,2,car_other,48,none,free,2,skilled,1,yes,yes,0
no_checking,36,prior_payments_delayed,appliances,10520,greater_1000,4_to_7,4,male,co-applicant,4,unknown,46,none,own,2,skilled,2,yes,yes,1
0_to_200,35,all_credits_paid_back,radio_tv,3278,less_100,4_to_7,3,male,none,1,car_other,37,none,free,2,skilled,1,yes,yes,0
no_checking,47,outstanding_credit,repairs,8728,unknown,greater_7,6,male,co-applicant,4,car_other,64,none,own,3,skilled,2,yes,yes,1
0_to_200,28,credits_paid_to_date,car_used,2138,less_100,1_to_4,3,male,none,2,savings_insurance,29,none,own,1,skilled,1,none,yes,0
0_to_200,5,all_credits_paid_back,car_used,477,less_100,1_to_4,2,female,none,3,real_estate,28,none,own,1,skilled,1,none,yes,0
no_checking,39,prior_payments_delayed,repairs,6418,500_to_1000,4_to_7,5,male,none,4,car_other,43,none,free,2,management_self-employed,1,yes,no,0
no_checking,25,prior_payments_delayed,appliances,1749,100_to_500,1_to_4,2,female,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,0
0_to_200,20,credits_paid_to_date,car_new,3175,500_to_1000,less_1,2,male,none,3,real_estate,36,none,rent,1,skilled,1,none,yes,0
no_checking,27,outstanding_credit,appliances,8141,500_to_1000,greater_7,5,male,none,4,car_other,53,none,free,2,skilled,1,yes,yes,1
no_checking,19,outstanding_credit,radio_tv,7818,100_to_500,4_to_7,3,female,none,4,unknown,40,none,own,1,management_self-employed,1,yes,yes,1
less_0,10,all_credits_paid_back,car_used,2141,100_to_500,less_1,2,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,0
0_to_200,13,prior_payments_delayed,retraining,4701,100_to_500,greater_7,4,male,none,3,car_other,36,none,own,2,skilled,1,yes,yes,1
no_checking,19,credits_paid_to_date,car_used,5611,greater_1000,4_to_7,4,male,none,3,car_other,30,none,own,2,skilled,2,yes,yes,1
no_checking,19,credits_paid_to_date,car_new,3132,100_to_500,4_to_7,3,female,none,2,savings_insurance,40,none,own,1,skilled,1,none,yes,0
0_to_200,14,prior_payments_delayed,appliances,4902,greater_1000,greater_7,4,male,co-applicant,4,savings_insurance,46,none,own,1,skilled,1,yes,yes,0
no_checking,35,prior_payments_delayed,furniture,5222,500_to_1000,greater_7,5,male,none,4,car_other,48,stores,free,2,unskilled,2,yes,yes,0
0_to_200,28,prior_payments_delayed,business,6670,100_to_500,4_to_7,4,female,none,2,car_other,36,none,own,3,skilled,1,none,yes,0
no_checking,43,prior_payments_delayed,radio_tv,4400,500_to_1000,greater_7,5,male,co-applicant,4,car_other,45,none,own,1,skilled,2,yes,yes,1
less_0,21,credits_paid_to_date,retraining,1231,100_to_500,1_to_4,1,female,none,1,savings_insurance,27,stores,own,1,skilled,1,none,yes,0
less_0,5,prior_payments_delayed,furniture,2812,less_100,1_to_4,3,male,none,3,car_other,29,none,rent,1,management_self-employed,1,none,yes,0
less_0,9,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,co-applicant,3,real_estate,22,stores,own,1,unskilled,1,none,yes,0
no_checking,33,prior_payments_delayed,furniture,4603,500_to_1000,greater_7,4,male,none,3,unknown,59,none,own,2,skilled,1,yes,yes,1
no_checking,19,all_credits_paid_back,car_new,1593,less_100,1_to_4,2,female,none,3,real_estate,27,none,free,1,skilled,1,none,yes,1
less_0,14,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,male,none,2,savings_insurance,24,stores,own,1,skilled,1,none,yes,0
0_to_200,20,credits_paid_to_date,retraining,3694,less_100,1_to_4,4,male,co-applicant,2,car_other,20,none,own,1,skilled,1,none,yes,0
less_0,20,credits_paid_to_date,car_new,2986,less_100,1_to_4,3,male,none,2,real_estate,47,none,own,1,skilled,1,yes,yes,0
no_checking,50,outstanding_credit,retraining,8698,500_to_1000,greater_7,4,male,guarantor,5,unknown,49,none,free,2,unskilled,1,yes,yes,1
less_0,12,all_credits_paid_back,car_new,844,less_100,less_1,2,male,none,2,real_estate,20,none,own,1,skilled,1,none,yes,0
less_0,25,all_credits_paid_back,car_new,250,500_to_1000,1_to_4,2,male,none,3,real_estate,23,none,rent,2,skilled,1,none,yes,0
0_to_200,23,prior_payments_delayed,repairs,6103,greater_1000,4_to_7,4,male,none,4,unknown,36,stores,own,2,unskilled,1,none,yes,1
less_0,15,credits_paid_to_date,car_new,466,less_100,unemployed,2,female,none,3,real_estate,28,none,own,1,management_self-employed,1,none,yes,0
0_to_200,16,credits_paid_to_date,furniture,3881,less_100,less_1,2,female,co-applicant,3,savings_insurance,43,none,own,1,skilled,1,yes,yes,1
no_checking,24,prior_payments_delayed,education,4385,500_to_1000,1_to_4,4,male,none,3,car_other,42,none,own,1,management_self-employed,1,none,yes,0
no_checking,32,prior_payments_delayed,education,4424,500_to_1000,4_to_7,3,male,none,4,savings_insurance,32,none,own,2,skilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,car_new,952,100_to_500,1_to_4,1,male,none,1,real_estate,31,none,own,1,skilled,1,none,yes,0
0_to_200,17,prior_payments_delayed,car_new,4188,greater_1000,greater_7,4,male,none,3,unknown,43,none,own,2,skilled,1,none,yes,0
no_checking,24,prior_payments_delayed,radio_tv,4393,100_to_500,less_1,3,female,none,3,real_estate,41,none,own,1,management_self-employed,1,none,yes,0
no_checking,11,credits_paid_to_date,furniture,2872,greater_1000,1_to_4,3,male,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,0
0_to_200,24,credits_paid_to_date,retraining,250,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,0
no_checking,38,prior_payments_delayed,repairs,8489,500_to_1000,1_to_4,4,male,guarantor,5,car_other,45,none,free,3,skilled,1,yes,yes,1
no_checking,37,outstanding_credit,repairs,6793,greater_1000,greater_7,4,male,co-applicant,5,unknown,51,none,free,2,skilled,1,yes,yes,1
0_to_200,22,outstanding_credit,radio_tv,1588,100_to_500,greater_7,3,female,none,3,car_other,52,none,own,2,skilled,1,yes,yes,1
no_checking,25,prior_payments_delayed,car_used,5950,greater_1000,4_to_7,3,male,none,4,savings_insurance,40,stores,own,2,unskilled,1,yes,yes,0
0_to_200,14,credits_paid_to_date,furniture,6349,less_100,4_to_7,3,male,none,2,savings_insurance,35,stores,own,1,unskilled,2,none,yes,0
no_checking,32,prior_payments_delayed,business,6303,100_to_500,greater_7,4,male,none,3,unknown,59,none,free,2,skilled,1,yes,yes,1
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,unskilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,car_new,1711,less_100,less_1,2,female,none,3,real_estate,38,none,rent,1,management_self-employed,1,none,yes,0
0_to_200,31,outstanding_credit,appliances,587,500_to_1000,1_to_4,3,female,none,3,car_other,50,stores,own,2,unskilled,1,yes,yes,0
no_checking,34,prior_payments_delayed,education,4244,500_to_1000,greater_7,4,male,none,3,savings_insurance,33,none,own,1,skilled,2,yes,yes,1
no_checking,10,credits_paid_to_date,vacation,1487,greater_1000,1_to_4,3,male,none,2,real_estate,36,none,own,1,management_self-employed,2,none,yes,0
no_checking,15,credits_paid_to_date,radio_tv,1088,100_to_500,4_to_7,4,male,none,3,savings_insurance,47,none,own,2,skilled,1,none,yes,0
less_0,4,credits_paid_to_date,car_new,4345,100_to_500,less_1,2,male,none,3,savings_insurance,24,bank,rent,1,unskilled,1,none,yes,0
0_to_200,23,prior_payments_delayed,retraining,3280,greater_1000,less_1,2,female,none,1,car_other,49,stores,own,1,skilled,2,yes,yes,0
no_checking,31,outstanding_credit,repairs,5935,unknown,greater_7,5,male,co-applicant,5,car_other,52,none,own,3,management_self-employed,2,yes,yes,1
less_0,25,credits_paid_to_date,furniture,699,less_100,1_to_4,2,male,none,3,savings_insurance,31,none,rent,1,skilled,1,yes,yes,1
no_checking,26,prior_payments_delayed,business,8366,100_to_500,4_to_7,5,male,none,3,car_other,52,none,free,2,management_self-employed,1,yes,yes,0
greater_200,23,credits_paid_to_date,radio_tv,5847,greater_1000,greater_7,4,male,none,3,car_other,43,bank,own,2,unemployed,1,none,yes,1
greater_200,41,prior_payments_delayed,repairs,5422,500_to_1000,1_to_4,4,male,none,4,car_other,38,none,own,1,skilled,1,yes,yes,0
no_checking,41,outstanding_credit,appliances,7208,unknown,greater_7,6,male,guarantor,5,unknown,74,stores,own,4,unskilled,2,yes,yes,1
0_to_200,4,prior_payments_delayed,furniture,250,less_100,4_to_7,3,female,none,2,savings_insurance,21,none,own,1,skilled,1,none,yes,0
no_checking,37,prior_payments_delayed,appliances,6199,greater_1000,4_to_7,4,male,none,4,savings_insurance,46,none,own,2,skilled,1,none,yes,0
less_0,28,outstanding_credit,furniture,4197,100_to_500,1_to_4,3,female,none,3,car_other,34,stores,own,1,skilled,1,none,yes,0
less_0,19,credits_paid_to_date,car_used,3730,500_to_1000,4_to_7,3,female,co-applicant,2,savings_insurance,25,bank,own,1,unemployed,1,yes,yes,0
greater_200,27,prior_payments_delayed,business,7103,less_100,1_to_4,4,female,none,4,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,0
no_checking,22,credits_paid_to_date,radio_tv,4353,less_100,4_to_7,4,male,guarantor,4,car_other,45,none,free,2,skilled,2,yes,yes,1
no_checking,33,outstanding_credit,repairs,6036,greater_1000,4_to_7,3,male,none,2,car_other,48,none,own,2,skilled,1,yes,yes,0
less_0,12,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,education,442,less_100,less_1,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,0
no_checking,32,prior_payments_delayed,vacation,5293,100_to_500,greater_7,4,female,none,4,car_other,42,none,free,2,skilled,1,yes,yes,1
no_checking,24,prior_payments_delayed,appliances,4442,100_to_500,greater_7,4,male,none,5,unknown,63,none,free,2,skilled,1,yes,yes,1
no_checking,22,prior_payments_delayed,radio_tv,3378,100_to_500,greater_7,4,female,none,4,car_other,54,none,own,1,skilled,1,yes,yes,0
no_checking,35,outstanding_credit,radio_tv,5487,greater_1000,4_to_7,4,male,none,4,car_other,51,none,own,2,skilled,2,yes,yes,1
no_checking,38,prior_payments_delayed,appliances,7025,500_to_1000,greater_7,5,male,co-applicant,4,unknown,44,none,free,2,management_self-employed,1,none,yes,1
no_checking,36,prior_payments_delayed,appliances,8614,500_to_1000,1_to_4,4,male,co-applicant,3,car_other,38,none,own,2,management_self-employed,1,none,yes,0
less_0,16,credits_paid_to_date,car_used,4851,less_100,less_1,3,female,co-applicant,1,savings_insurance,26,none,own,1,skilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,car_new,250,100_to_500,1_to_4,2,female,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,0
less_0,30,credits_paid_to_date,furniture,2975,less_100,4_to_7,2,female,none,3,savings_insurance,36,stores,own,2,skilled,1,none,yes,0
less_0,28,credits_paid_to_date,car_used,1252,100_to_500,1_to_4,3,male,none,1,savings_insurance,20,none,rent,2,skilled,1,none,yes,1
no_checking,22,all_credits_paid_back,car_new,4129,less_100,4_to_7,2,female,none,3,car_other,36,none,own,2,skilled,1,none,yes,1
0_to_200,28,credits_paid_to_date,retraining,1152,less_100,less_1,2,female,none,2,savings_insurance,20,stores,own,1,skilled,1,none,yes,0
no_checking,30,prior_payments_delayed,appliances,5928,100_to_500,greater_7,4,male,none,4,car_other,44,none,free,2,skilled,1,yes,yes,0
0_to_200,30,credits_paid_to_date,furniture,2249,100_to_500,less_1,3,male,none,3,savings_insurance,33,none,own,1,skilled,1,yes,yes,1
no_checking,24,prior_payments_delayed,car_used,1661,500_to_1000,4_to_7,4,male,none,3,real_estate,24,none,own,1,management_self-employed,1,yes,yes,0
no_checking,30,prior_payments_delayed,car_used,4420,greater_1000,1_to_4,3,male,none,3,car_other,43,none,free,2,skilled,1,yes,yes,0
no_checking,15,credits_paid_to_date,radio_tv,3440,less_100,4_to_7,4,male,none,4,savings_insurance,37,stores,rent,1,unskilled,1,none,yes,0
0_to_200,36,credits_paid_to_date,appliances,7469,less_100,1_to_4,3,male,none,4,car_other,29,none,own,1,skilled,2,none,yes,0
less_0,21,prior_payments_delayed,car_used,2398,500_to_1000,1_to_4,2,female,none,1,savings_insurance,27,stores,own,1,skilled,1,none,yes,0
0_to_200,28,credits_paid_to_date,radio_tv,1224,100_to_500,less_1,1,female,none,3,car_other,32,bank,rent,1,unskilled,1,none,yes,1
0_to_200,15,credits_paid_to_date,furniture,3481,500_to_1000,1_to_4,2,male,none,3,car_other,43,none,own,1,skilled,2,yes,yes,0
greater_200,41,prior_payments_delayed,radio_tv,7078,unknown,4_to_7,3,male,none,3,unknown,42,none,free,2,skilled,2,yes,yes,0
no_checking,29,outstanding_credit,appliances,2315,unknown,4_to_7,4,male,none,4,car_other,41,none,own,2,skilled,1,yes,yes,0
no_checking,18,credits_paid_to_date,radio_tv,1880,100_to_500,4_to_7,2,female,none,2,savings_insurance,42,none,own,1,skilled,1,none,yes,0
no_checking,41,outstanding_credit,repairs,3754,unknown,greater_7,5,male,none,5,car_other,55,none,free,2,skilled,2,yes,yes,1
less_0,9,all_credits_paid_back,car_new,2052,less_100,unemployed,1,male,none,2,real_estate,21,stores,rent,1,skilled,1,none,yes,0
no_checking,32,prior_payments_delayed,appliances,6064,100_to_500,4_to_7,3,female,none,4,unknown,43,none,own,2,skilled,1,yes,yes,1
0_to_200,25,outstanding_credit,appliances,4519,100_to_500,4_to_7,3,male,none,4,car_other,34,none,own,1,skilled,1,yes,yes,0
less_0,11,prior_payments_delayed,car_used,4576,500_to_1000,greater_7,4,female,none,3,unknown,43,bank,own,2,unemployed,1,none,yes,0
less_0,5,all_credits_paid_back,car_new,1523,less_100,unemployed,2,female,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,0
less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,1,male,none,2,savings_insurance,36,none,rent,2,skilled,1,none,yes,0
no_checking,23,outstanding_credit,appliances,7104,500_to_1000,greater_7,3,female,none,3,car_other,37,none,own,2,skilled,1,yes,no,1
less_0,4,all_credits_paid_back,car_new,822,less_100,unemployed,1,male,none,1,savings_insurance,30,bank,rent,1,unemployed,1,none,yes,0
0_to_200,9,prior_payments_delayed,furniture,2712,less_100,4_to_7,3,male,none,4,car_other,30,none,own,2,skilled,1,none,yes,0
no_checking,36,outstanding_credit,furniture,7339,unknown,greater_7,5,male,co-applicant,5,unknown,52,none,free,3,skilled,2,yes,yes,1
less_0,19,credits_paid_to_date,furniture,4003,less_100,unemployed,3,male,none,3,savings_insurance,29,none,own,1,skilled,1,none,yes,0
no_checking,9,credits_paid_to_date,vacation,1065,less_100,1_to_4,3,male,none,3,real_estate,38,none,rent,1,management_self-employed,1,none,yes,0
no_checking,12,outstanding_credit,education,5272,100_to_500,1_to_4,4,male,none,4,car_other,39,none,own,1,management_self-employed,2,none,yes,0
