CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker
no_checking,29,prior_payments_delayed,radio_tv,6623,100_to_500,4_to_7,4,female,none,4,car_other,45,none,own,2,skilled,1,yes,yes
no_checking,28,prior_payments_delayed,car_used,7769,100_to_500,1_to_4,4,male,none,3,savings_insurance,23,none,free,2,skilled,1,none,yes
greater_200,31,prior_payments_delayed,furniture,5197,500_to_1000,less_1,3,female,guarantor,4,savings_insurance,48,none,own,2,skilled,1,yes,yes
no_checking,27,prior_payments_delayed,radio_tv,4521,100_to_500,less_1,4,male,none,4,savings_insurance,28,none,own,1,management_self-employed,2,yes,yes
less_0,22,credits_paid_to_date,car_used,2304,less_100,4_to_7,3,male,none,3,real_estate,30,none,own,1,skilled,1,none,yes
less_0,21,prior_payments_delayed,car_used,2483,less_100,4_to_7,4,male,none,3,car_other,37,none,own,2,skilled,1,yes,yes
no_checking,19,all_credits_paid_back,furniture,3418,less_100,unemployed,3,male,none,3,savings_insurance,25,none,own,1,management_self-employed,1,none,yes
less_0,20,prior_payments_delayed,car_used,2034,greater_1000,greater_7,4,male,none,3,car_other,47,none,own,2,skilled,1,yes,yes
less_0,10,all_credits_paid_back,car_new,2167,100_to_500,less_1,2,male,none,3,real_estate,30,none,own,3,skilled,1,none,yes
no_checking,24,outstanding_credit,vacation,5173,500_to_1000,greater_7,4,female,none,4,car_other,46,none,free,2,skilled,2,yes,yes
no_checking,8,prior_payments_delayed,furniture,811,100_to_500,1_to_4,2,male,none,2,savings_insurance,33,bank,rent,1,unemployed,1,none,yes
no_checking,25,prior_payments_delayed,radio_tv,6264,100_to_500,4_to_7,3,female,none,4,unknown,44,none,own,1,skilled,1,yes,yes
no_checking,36,prior_payments_delayed,appliances,5855,500_to_1000,greater_7,4,male,none,5,savings_insurance,42,none,own,2,skilled,1,none,yes
less_0,15,credits_paid_to_date,car_new,2548,less_100,less_1,3,female,none,3,car_other,30,bank,rent,1,unemployed,1,none,yes
no_checking,34,prior_payments_delayed,appliances,5422,500_to_1000,4_to_7,5,female,none,4,unknown,34,none,own,2,skilled,2,yes,yes
less_0,19,credits_paid_to_date,car_used,1248,500_to_1000,1_to_4,3,female,none,3,car_other,27,stores,own,1,skilled,2,none,yes
no_checking,18,credits_paid_to_date,radio_tv,2405,100_to_500,4_to_7,4,female,none,2,savings_insurance,46,none,own,1,skilled,1,none,yes
greater_200,27,outstanding_credit,radio_tv,4880,500_to_1000,4_to_7,3,male,none,3,unknown,43,stores,free,2,unskilled,1,yes,yes
no_checking,26,outstanding_credit,furniture,10269,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,56,none,free,2,management_self-employed,2,yes,yes
less_0,11,prior_payments_delayed,vacation,5537,less_100,4_to_7,4,male,none,2,unknown,34,none,own,2,skilled,2,yes,yes
greater_200,46,prior_payments_delayed,furniture,2546,500_to_1000,greater_7,4,male,guarantor,2,savings_insurance,36,stores,free,1,unskilled,1,yes,yes
0_to_200,14,credits_paid_to_date,car_new,4879,less_100,less_1,2,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes
no_checking,34,prior_payments_delayed,furniture,4842,unknown,4_to_7,4,male,none,3,unknown,49,none,own,3,skilled,2,yes,yes
0_to_200,28,credits_paid_to_date,car_used,5062,less_100,4_to_7,3,female,none,2,car_other,41,bank,rent,1,unemployed,1,none,yes
less_0,22,credits_paid_to_date,car_new,1353,less_100,4_to_7,2,male,none,3,savings_insurance,29,stores,own,2,skilled,1,none,no
0_to_200,31,credits_paid_to_date,retraining,1640,100_to_500,less_1,2,male,co-applicant,3,real_estate,19,none,own,1,skilled,1,none,yes
no_checking,38,outstanding_credit,other,7905,greater_1000,greater_7,6,male,co-applicant,5,unknown,48,none,own,2,management_self-employed,1,yes,yes
no_checking,38,prior_payments_delayed,repairs,3094,500_to_1000,greater_7,3,male,none,3,savings_insurance,39,none,own,1,skilled,1,yes,yes
less_0,22,credits_paid_to_date,furniture,3711,less_100,1_to_4,3,male,none,1,car_other,36,bank,rent,2,unemployed,1,none,yes
no_checking,18,credits_paid_to_date,car_new,5351,500_to_1000,4_to_7,3,male,none,4,car_other,39,none,own,2,skilled,1,none,yes
0_to_200,19,prior_payments_delayed,retraining,3944,100_to_500,1_to_4,2,female,none,2,car_other,43,none,own,2,skilled,1,none,yes
0_to_200,8,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,2,real_estate,28,none,own,1,skilled,1,none,yes
less_0,5,prior_payments_delayed,car_new,250,less_100,4_to_7,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes
0_to_200,39,outstanding_credit,radio_tv,2606,500_to_1000,4_to_7,3,male,none,2,car_other,21,bank,own,2,unskilled,1,yes,yes
no_checking,26,outstanding_credit,furniture,3573,greater_1000,greater_7,5,female,none,5,car_other,39,none,own,2,skilled,1,none,yes
no_checking,33,outstanding_credit,repairs,5152,500_to_1000,4_to_7,4,female,none,4,car_other,51,stores,own,2,unskilled,2,yes,yes
less_0,11,prior_payments_delayed,furniture,250,less_100,1_to_4,2,female,none,3,savings_insurance,21,bank,rent,1,unskilled,1,yes,yes
less_0,4,no_credits,furniture,1259,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes
0_to_200,28,outstanding_credit,car_used,7851,100_to_500,4_to_7,4,female,none,4,unknown,52,stores,own,2,skilled,1,none,yes
0_to_200,4,all_credits_paid_back,car_new,576,100_to_500,unemployed,2,male,none,3,real_estate,19,stores,rent,1,unskilled,1,none,yes
less_0,4,prior_payments_delayed,vacation,1268,less_100,4_to_7,3,female,none,2,real_estate,23,none,own,1,management_self-employed,1,none,yes
less_0,11,prior_payments_delayed,car_new,1525,100_to_500,1_to_4,2,female,none,1,real_estate,26,stores,own,1,skilled,1,yes,yes
no_checking,30,outstanding_credit,repairs,7613,500_to_1000,1_to_4,4,male,none,5,unknown,41,none,free,2,management_self-employed,1,yes,yes
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,1,female,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes
no_checking,11,credits_paid_to_date,car_new,3228,100_to_500,4_to_7,3,female,none,4,car_other,34,none,own,2,skilled,1,yes,yes
no_checking,38,credits_paid_to_date,appliances,5581,100_to_500,less_1,4,male,none,3,savings_insurance,27,none,own,1,management_self-employed,2,none,yes
less_0,22,credits_paid_to_date,furniture,1190,less_100,4_to_7,3,male,none,2,savings_insurance,24,none,own,1,skilled,2,yes,yes
0_to_200,19,credits_paid_to_date,furniture,3143,less_100,less_1,3,female,none,3,real_estate,22,none,own,1,skilled,1,none,yes
no_checking,32,outstanding_credit,vacation,2742,500_to_1000,greater_7,3,female,none,2,car_other,30,none,own,2,skilled,1,none,yes
no_checking,13,credits_paid_to_date,furniture,1410,500_to_1000,less_1,3,male,none,3,real_estate,22,none,rent,1,management_self-employed,1,none,yes
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes
no_checking,32,outstanding_credit,furniture,5460,500_to_1000,1_to_4,4,male,none,5,car_other,41,none,own,1,management_self-employed,1,none,no
0_to_200,39,outstanding_credit,appliances,3010,unknown,4_to_7,3,male,none,2,car_other,28,none,own,2,skilled,2,yes,yes
less_0,14,all_credits_paid_back,furniture,250,less_100,4_to_7,3,male,none,2,real_estate,24,none,own,1,skilled,1,none,yes
0_to_200,19,prior_payments_delayed,car_used,4215,100_to_500,1_to_4,3,female,none,2,savings_insurance,40,none,own,1,skilled,1,none,yes
less_0,25,credits_paid_to_date,car_new,1186,less_100,less_1,2,male,none,2,car_other,22,bank,rent,1,unemployed,1,none,yes
less_0,12,all_credits_paid_back,appliances,3796,100_to_500,4_to_7,3,female,none,2,car_other,35,bank,rent,2,unemployed,1,yes,yes
less_0,16,prior_payments_delayed,furniture,3457,less_100,1_to_4,3,male,co-applicant,3,unknown,51,none,own,1,skilled,1,yes,yes
greater_200,34,prior_payments_delayed,radio_tv,5365,100_to_500,greater_7,4,male,none,4,car_other,41,none,own,2,skilled,1,none,yes
no_checking,29,outstanding_credit,appliances,6658,unknown,4_to_7,4,female,guarantor,4,car_other,61,none,free,2,unskilled,1,yes,yes
less_0,6,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes
no_checking,31,prior_payments_delayed,appliances,5590,100_to_500,1_to_4,4,female,none,4,savings_insurance,42,none,own,1,skilled,1,none,yes
no_checking,29,prior_payments_delayed,appliances,7499,100_to_500,1_to_4,3,male,none,4,savings_insurance,38,none,own,2,management_self-employed,1,none,yes
less_0,4,all_credits_paid_back,car_new,331,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes
less_0,22,credits_paid_to_date,furniture,3237,500_to_1000,1_to_4,3,male,none,2,real_estate,39,bank,rent,2,unskilled,1,none,yes
greater_200,20,all_credits_paid_back,car_new,3731,less_100,1_to_4,2,male,none,3,savings_insurance,41,none,rent,1,skilled,1,none,yes
less_0,12,all_credits_paid_back,car_new,536,less_100,1_to_4,2,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes
no_checking,43,outstanding_credit,education,6878,unknown,greater_7,4,male,co-applicant,4,unknown,60,none,free,3,skilled,2,yes,yes
no_checking,24,prior_payments_delayed,radio_tv,6520,100_to_500,greater_7,5,male,none,5,car_other,45,none,free,3,management_self-employed,2,yes,yes
no_checking,35,prior_payments_delayed,furniture,2992,500_to_1000,greater_7,4,male,guarantor,5,car_other,50,none,free,2,skilled,1,yes,yes
no_checking,36,prior_payments_delayed,appliances,3324,500_to_1000,4_to_7,4,male,guarantor,3,car_other,52,none,free,1,skilled,1,yes,yes
no_checking,41,prior_payments_delayed,appliances,3617,500_to_1000,greater_7,4,male,none,3,car_other,43,none,own,2,skilled,1,yes,yes
0_to_200,20,credits_paid_to_date,furniture,2442,less_100,unemployed,3,female,none,1,real_estate,42,none,own,1,skilled,1,none,yes
no_checking,27,outstanding_credit,vacation,7403,unknown,greater_7,4,male,none,5,unknown,50,none,own,2,skilled,2,yes,yes
no_checking,40,outstanding_credit,repairs,3244,greater_1000,4_to_7,3,male,none,4,savings_insurance,28,bank,own,1,unemployed,2,none,yes
less_0,21,prior_payments_delayed,car_used,2716,greater_1000,1_to_4,2,female,none,2,car_other,37,stores,own,1,unskilled,1,none,yes
0_to_200,20,prior_payments_delayed,radio_tv,3787,greater_1000,1_to_4,3,male,none,4,car_other,34,none,rent,1,skilled,1,yes,yes
greater_200,23,outstanding_credit,car_used,3415,greater_1000,greater_7,3,male,none,3,unknown,44,bank,own,2,unemployed,1,yes,yes
less_0,9,credits_paid_to_date,furniture,1630,less_100,less_1,2,female,none,1,savings_insurance,25,stores,own,1,skilled,1,yes,yes
0_to_200,19,prior_payments_delayed,radio_tv,5730,less_100,less_1,3,female,none,3,unknown,34,bank,own,1,unemployed,2,yes,yes
less_0,4,all_credits_paid_back,radio_tv,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes
less_0,12,all_credits_paid_back,furniture,4781,less_100,4_to_7,3,male,co-applicant,2,savings_insurance,36,none,own,1,skilled,1,yes,yes
less_0,13,prior_payments_delayed,repairs,3861,100_to_500,1_to_4,2,female,none,1,car_other,42,bank,rent,1,unemployed,1,yes,yes
greater_200,25,credits_paid_to_date,car_used,2792,500_to_1000,1_to_4,3,female,none,2,car_other,40,none,own,2,skilled,1,none,yes
0_to_200,4,all_credits_paid_back,car_new,963,100_to_500,1_to_4,2,female,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes
less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,3,male,none,2,car_other,29,none,own,2,skilled,1,none,yes
0_to_200,28,outstanding_credit,car_used,3720,greater_1000,greater_7,4,female,none,4,car_other,38,none,own,2,skilled,1,none,no
0_to_200,4,all_credits_paid_back,education,250,less_100,less_1,1,male,none,2,real_estate,20,none,rent,1,management_self-employed,1,none,yes
no_checking,35,prior_payments_delayed,radio_tv,7046,500_to_1000,4_to_7,5,male,none,4,car_other,42,none,free,2,management_self-employed,1,yes,yes
less_0,23,credits_paid_to_date,repairs,2951,500_to_1000,4_to_7,2,male,none,3,savings_insurance,31,stores,rent,2,unskilled,1,none,yes
no_checking,24,outstanding_credit,appliances,10370,unknown,greater_7,5,male,co-applicant,5,unknown,58,none,free,2,skilled,2,yes,yes
0_to_200,17,prior_payments_delayed,furniture,2292,100_to_500,1_to_4,3,male,none,3,car_other,36,none,own,2,management_self-employed,1,none,yes
no_checking,44,prior_payments_delayed,appliances,6437,unknown,greater_7,4,male,co-applicant,3,car_other,50,none,free,2,skilled,2,yes,no
greater_200,36,prior_payments_delayed,appliances,4390,100_to_500,4_to_7,3,male,none,3,car_other,40,none,free,2,skilled,1,none,yes
no_checking,26,prior_payments_delayed,car_used,6068,100_to_500,1_to_4,4,male,none,4,savings_insurance,41,none,own,2,management_self-employed,2,yes,no
0_to_200,13,credits_paid_to_date,car_used,2663,500_to_1000,4_to_7,3,female,co-applicant,4,savings_insurance,41,bank,rent,2,unemployed,1,yes,no
less_0,11,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,40,stores,own,1,skilled,1,yes,yes
0_to_200,31,outstanding_credit,appliances,3201,100_to_500,greater_7,4,male,none,3,savings_insurance,35,none,own,1,skilled,1,none,yes
0_to_200,42,prior_payments_delayed,appliances,2760,100_to_500,4_to_7,3,male,none,2,car_other,34,bank,own,1,unemployed,1,yes,yes
0_to_200,16,prior_payments_delayed,radio_tv,4031,less_100,greater_7,4,male,none,3,car_other,41,none,own,1,skilled,1,yes,yes
no_checking,24,prior_payments_delayed,furniture,6086,100_to_500,greater_7,4,male,none,3,savings_insurance,50,none,own,1,skilled,1,none,yes
no_checking,32,prior_payments_delayed,furniture,9016,100_to_500,1_to_4,4,male,co-applicant,5,unknown,46,none,free,2,management_self-employed,1,yes,yes
0_to_200,18,prior_payments_delayed,appliances,2774,500_to_1000,4_to_7,3,male,none,3,car_other,33,none,own,1,skilled,1,yes,yes
less_0,30,credits_paid_to_date,radio_tv,1165,less_100,1_to_4,2,male,none,3,savings_insurance,31,stores,own,1,skilled,1,yes,yes
less_0,8,all_credits_paid_back,education,2528,less_100,1_to_4,2,female,none,2,savings_insurance,38,none,own,1,skilled,1,none,yes
no_checking,14,outstanding_credit,car_used,1286,100_to_500,1_to_4,3,female,co-applicant,4,savings_insurance,46,bank,own,1,unskilled,2,yes,no
0_to_200,13,prior_payments_delayed,radio_tv,3910,less_100,less_1,3,male,none,3,car_other,36,stores,own,2,unskilled,1,none,yes
less_0,6,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,20,none,own,1,skilled,1,none,yes
0_to_200,21,credits_paid_to_date,car_new,2638,less_100,1_to_4,3,male,none,3,savings_insurance,27,none,own,2,skilled,1,yes,yes
less_0,19,prior_payments_delayed,radio_tv,1317,greater_1000,4_to_7,2,male,none,3,car_other,38,stores,own,2,skilled,1,yes,yes
no_checking,29,prior_payments_delayed,education,2579,unknown,4_to_7,2,female,none,3,car_other,52,none,own,2,skilled,1,yes,yes
less_0,20,credits_paid_to_date,car_new,250,less_100,4_to_7,2,female,none,1,savings_insurance,44,bank,rent,1,unemployed,1,yes,yes
less_0,18,credits_paid_to_date,car_new,444,less_100,less_1,1,female,none,2,savings_insurance,19,stores,own,1,skilled,1,none,yes
no_checking,44,prior_payments_delayed,repairs,10792,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,51,none,free,2,management_self-employed,2,yes,yes
no_checking,38,outstanding_credit,radio_tv,5223,greater_1000,greater_7,5,male,co-applicant,4,unknown,50,none,free,2,skilled,2,yes,yes
no_checking,40,outstanding_credit,repairs,7712,greater_1000,greater_7,4,male,guarantor,5,car_other,51,none,free,2,skilled,1,yes,yes
0_to_200,24,all_credits_paid_back,furniture,5795,less_100,less_1,3,male,none,2,car_other,25,none,own,1,skilled,2,yes,yes
0_to_200,8,prior_payments_delayed,car_new,2161,500_to_1000,1_to_4,1,male,none,3,car_other,23,none,own,2,skilled,2,yes,yes
less_0,4,credits_paid_to_date,education,2439,less_100,unemployed,2,male,none,2,savings_insurance,28,none,own,1,management_self-employed,1,none,yes
greater_200,12,prior_payments_delayed,furniture,250,100_to_500,4_to_7,2,male,none,3,real_estate,40,none,rent,1,skilled,1,none,yes
no_checking,25,outstanding_credit,furniture,7195,500_to_1000,greater_7,5,male,co-applicant,3,unknown,65,none,free,3,skilled,2,yes,yes
greater_200,21,outstanding_credit,car_used,5912,100_to_500,4_to_7,4,female,co-applicant,4,unknown,46,none,own,1,skilled,2,yes,yes
0_to_200,18,credits_paid_to_date,car_new,452,less_100,1_to_4,2,male,none,3,real_estate,20,none,own,1,skilled,1,none,yes
0_to_200,9,all_credits_paid_back,car_used,2002,500_to_1000,less_1,2,female,none,3,savings_insurance,24,none,own,1,skilled,1,none,yes
less_0,15,credits_paid_to_date,vacation,1103,less_100,less_1,2,female,none,2,real_estate,24,none,rent,1,skilled,1,none,yes
less_0,4,all_credits_paid_back,car_used,2644,less_100,1_to_4,1,female,none,2,savings_insurance,23,none,own,1,skilled,1,none,yes
no_checking,32,outstanding_credit,furniture,7518,500_to_1000,greater_7,5,male,co-applicant,3,car_other,53,none,free,2,skilled,2,yes,yes
no_checking,28,prior_payments_delayed,education,4547,unknown,greater_7,3,male,none,4,savings_insurance,42,none,own,1,skilled,1,none,yes
no_checking,17,credits_paid_to_date,radio_tv,7508,100_to_500,less_1,4,male,co-applicant,3,unknown,40,none,own,1,management_self-employed,1,yes,yes
less_0,16,credits_paid_to_date,car_new,4081,100_to_500,1_to_4,2,male,none,1,real_estate,39,stores,own,3,skilled,1,none,yes
no_checking,41,prior_payments_delayed,furniture,6898,greater_1000,greater_7,4,male,guarantor,5,car_other,55,none,free,2,skilled,2,yes,yes
greater_200,24,credits_paid_to_date,car_used,4758,100_to_500,4_to_7,3,male,none,3,savings_insurance,38,none,own,1,skilled,1,yes,yes
no_checking,45,outstanding_credit,education,6607,greater_1000,greater_7,5,male,co-applicant,5,unknown,53,stores,free,2,unskilled,2,yes,yes
no_checking,19,credits_paid_to_date,radio_tv,2604,100_to_500,greater_7,4,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes
less_0,4,credits_paid_to_date,car_used,619,100_to_500,less_1,1,female,none,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes
0_to_200,18,credits_paid_to_date,car_used,1768,less_100,1_to_4,1,male,none,3,car_other,28,none,own,1,skilled,1,none,yes
greater_200,34,all_credits_paid_back,radio_tv,5287,less_100,4_to_7,3,female,none,3,car_other,36,none,own,2,skilled,1,none,yes
less_0,11,all_credits_paid_back,retraining,1886,less_100,unemployed,2,male,none,2,car_other,24,bank,rent,1,unskilled,1,none,yes
no_checking,31,prior_payments_delayed,furniture,2696,500_to_1000,4_to_7,3,male,none,2,car_other,50,none,own,1,skilled,1,yes,yes
no_checking,23,outstanding_credit,appliances,7682,500_to_1000,1_to_4,3,male,none,4,car_other,41,stores,own,1,unskilled,1,yes,yes
no_checking,27,credits_paid_to_date,furniture,4295,100_to_500,1_to_4,4,male,guarantor,3,savings_insurance,50,none,own,1,skilled,1,yes,yes
no_checking,30,outstanding_credit,furniture,5776,500_to_1000,4_to_7,3,female,guarantor,4,unknown,70,stores,free,2,unskilled,1,yes,yes
0_to_200,35,credits_paid_to_date,retraining,3810,less_100,4_to_7,3,female,co-applicant,2,unknown,43,stores,own,1,skilled,1,none,yes
no_checking,25,outstanding_credit,furniture,2160,unknown,greater_7,4,male,none,5,car_other,32,none,own,1,skilled,1,yes,yes
0_to_200,20,credits_paid_to_date,car_new,250,greater_1000,4_to_7,3,female,none,3,savings_insurance,20,stores,rent,1,skilled,1,none,yes
less_0,10,prior_payments_delayed,car_new,6669,500_to_1000,4_to_7,3,male,none,3,unknown,47,none,free,3,skilled,1,yes,yes
less_0,19,credits_paid_to_date,car_new,2192,500_to_1000,4_to_7,2,male,none,2,car_other,34,none,own,2,skilled,1,none,yes
0_to_200,21,credits_paid_to_date,repairs,3341,less_100,1_to_4,2,female,none,3,car_other,31,stores,own,1,skilled,1,none,yes
less_0,4,credits_paid_to_date,car_used,1292,100_to_500,4_to_7,2,male,none,1,car_other,20,none,rent,1,skilled,1,none,yes
no_checking,26,outstanding_credit,vacation,6184,500_to_1000,4_to_7,4,female,none,3,car_other,46,none,own,2,skilled,1,yes,yes
no_checking,36,prior_payments_delayed,appliances,5794,500_to_1000,4_to_7,4,female,guarantor,4,car_other,61,none,free,2,skilled,1,yes,yes
0_to_200,26,credits_paid_to_date,car_used,4150,less_100,4_to_7,2,male,none,3,car_other,31,stores,own,1,unskilled,1,yes,yes
less_0,14,prior_payments_delayed,business,4921,less_100,1_to_4,3,male,none,2,savings_insurance,29,none,own,2,management_self-employed,1,none,yes
no_checking,17,outstanding_credit,radio_tv,1818,greater_1000,4_to_7,3,male,none,4,car_other,41,none,own,1,skilled,1,none,yes
no_checking,27,outstanding_credit,furniture,3310,500_to_1000,greater_7,5,male,none,3,car_other,40,none,free,1,skilled,1,yes,yes
no_checking,30,outstanding_credit,furniture,5275,unknown,4_to_7,3,female,none,4,car_other,47,none,own,2,skilled,1,yes,yes
0_to_200,24,credits_paid_to_date,retraining,3947,less_100,4_to_7,4,male,none,2,car_other,42,bank,own,2,unskilled,1,none,yes
no_checking,8,prior_payments_delayed,car_used,4969,100_to_500,1_to_4,3,female,none,2,savings_insurance,48,none,own,2,skilled,1,none,yes
0_to_200,33,outstanding_credit,vacation,5848,100_to_500,1_to_4,4,female,guarantor,4,unknown,43,none,free,2,skilled,1,yes,yes
greater_200,25,credits_paid_to_date,radio_tv,3064,100_to_500,less_1,3,male,none,2,savings_insurance,29,none,own,1,management_self-employed,1,none,yes
0_to_200,27,credits_paid_to_date,car_used,3139,less_100,less_1,2,female,none,1,car_other,30,stores,own,1,skilled,1,none,yes
no_checking,39,credits_paid_to_date,business,6676,100_to_500,less_1,4,male,co-applicant,3,car_other,38,none,free,2,skilled,1,yes,yes
no_checking,33,prior_payments_delayed,radio_tv,5894,500_to_1000,4_to_7,4,male,none,4,savings_insurance,42,none,own,1,management_self-employed,1,none,yes
0_to_200,4,all_credits_paid_back,car_new,2265,less_100,less_1,2,male,none,2,savings_insurance,27,none,rent,1,skilled,1,none,yes
no_checking,21,credits_paid_to_date,radio_tv,5422,100_to_500,1_to_4,4,male,guarantor,4,savings_insurance,34,none,free,1,management_self-employed,1,yes,yes
no_checking,35,outstanding_credit,furniture,5602,greater_1000,4_to_7,5,male,none,5,savings_insurance,43,none,free,2,management_self-employed,1,none,yes
no_checking,29,prior_payments_delayed,appliances,2851,100_to_500,less_1,3,male,none,2,car_other,38,none,own,2,skilled,1,yes,yes
less_0,20,prior_payments_delayed,furniture,3315,less_100,less_1,3,female,none,2,unknown,35,none,own,1,skilled,1,yes,yes
less_0,7,prior_payments_delayed,appliances,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes
no_checking,27,outstanding_credit,radio_tv,2996,unknown,4_to_7,4,male,none,3,savings_insurance,36,none,own,2,skilled,1,yes,yes
no_checking,14,all_credits_paid_back,car_new,1525,500_to_1000,4_to_7,3,male,none,4,real_estate,33,none,own,1,skilled,1,none,yes
less_0,4,all_credits_paid_back,radio_tv,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes
0_to_200,28,credits_paid_to_date,furniture,3515,less_100,less_1,2,male,none,3,car_other,31,none,own,2,skilled,2,yes,yes
less_0,4,all_credits_paid_back,car_used,250,100_to_500,less_1,2,male,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes
no_checking,28,outstanding_credit,radio_tv,5107,unknown,greater_7,5,female,none,3,savings_insurance,54,none,own,2,skilled,1,none,yes
no_checking,28,prior_payments_delayed,furniture,4524,100_to_500,4_to_7,3,male,none,2,savings_insurance,49,bank,rent,2,unskilled,2,yes,yes
greater_200,26,credits_paid_to_date,car_used,3244,100_to_500,1_to_4,3,male,guarantor,4,savings_insurance,44,none,own,1,skilled,1,yes,yes
no_checking,8,credits_paid_to_date,car_new,1841,greater_1000,4_to_7,3,male,co-applicant,3,savings_insurance,46,none,own,2,skilled,1,yes,yes
less_0,9,all_credits_paid_back,car_used,250,100_to_500,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes
no_checking,34,all_credits_paid_back,car_used,5841,100_to_500,4_to_7,3,female,none,4,savings_insurance,44,none,own,2,skilled,1,yes,yes
less_0,32,outstanding_credit,radio_tv,2593,100_to_500,greater_7,4,male,none,2,savings_insurance,34,bank,own,2,unemployed,1,yes,yes
less_0,4,all_credits_paid_back,car_used,2070,less_100,unemployed,1,female,none,2,savings_insurance,23,none,rent,1,skilled,1,none,yes
no_checking,37,prior_payments_delayed,other,5843,unknown,greater_7,5,male,none,3,savings_insurance,49,none,own,3,skilled,2,yes,yes
0_to_200,22,credits_paid_to_date,repairs,812,less_100,4_to_7,3,male,none,2,savings_insurance,19,bank,rent,1,unemployed,1,none,yes
0_to_200,21,credits_paid_to_date,radio_tv,4660,500_to_1000,1_to_4,3,male,none,4,savings_insurance,20,none,own,2,skilled,1,none,yes
0_to_200,24,outstanding_credit,car_used,5056,500_to_1000,4_to_7,4,male,none,4,unknown,43,none,own,2,skilled,1,none,yes
no_checking,21,prior_payments_delayed,radio_tv,2329,100_to_500,1_to_4,2,female,none,4,car_other,45,none,own,2,skilled,1,none,yes
no_checking,25,prior_payments_delayed,radio_tv,4877,100_to_500,greater_7,3,female,none,3,unknown,43,none,own,1,skilled,1,none,yes
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,male,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes
greater_200,31,prior_payments_delayed,appliances,3332,100_to_500,less_1,3,male,none,3,savings_insurance,37,none,rent,2,management_self-employed,1,yes,yes
no_checking,37,credits_paid_to_date,appliances,5126,unknown,greater_7,4,male,none,4,savings_insurance,47,none,free,2,skilled,1,none,yes
no_checking,32,outstanding_credit,vacation,9604,500_to_1000,greater_7,6,male,co-applicant,5,unknown,57,none,free,2,skilled,2,yes,yes
no_checking,27,prior_payments_delayed,radio_tv,4807,100_to_500,less_1,3,male,none,3,car_other,45,none,own,1,skilled,1,none,yes
no_checking,39,prior_payments_delayed,repairs,6263,500_to_1000,greater_7,5,male,none,5,car_other,48,none,free,2,skilled,2,yes,yes
less_0,9,all_credits_paid_back,appliances,250,100_to_500,less_1,2,female,none,1,savings_insurance,40,none,own,2,skilled,2,yes,yes
less_0,15,credits_paid_to_date,furniture,3859,less_100,4_to_7,2,male,none,3,car_other,31,none,own,1,skilled,1,none,yes
0_to_200,22,credits_paid_to_date,car_new,250,less_100,1_to_4,1,male,none,1,real_estate,33,stores,own,1,unskilled,1,none,yes
less_0,11,prior_payments_delayed,car_new,3900,less_100,1_to_4,2,male,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes
less_0,23,prior_payments_delayed,car_used,983,500_to_1000,1_to_4,3,female,none,1,savings_insurance,24,stores,own,1,skilled,1,none,yes
less_0,19,credits_paid_to_date,repairs,705,less_100,4_to_7,3,male,none,2,car_other,45,stores,rent,1,skilled,1,none,yes
